Time,Pressure (mmHg),Altitude (ft.),Bit_Rate (Baud),Pitch (°),Slant Range (ft.),Distance to Target (ft),Roll (°)
2022-08-09 16:00:15.883794,472.05124428191954,19791.084864574084,203.30634283931255,2.4651707885049916,14518.032474135505,40060.3079771046,362.2457187281707
2022-08-09 16:00:30.448188,662.8324455858481,19804.369368651965,322.01372340503724,1.6773882326404506,9778.632002278453,40015.591955431795,383.5332222016983
2022-08-09 16:00:45.012582,633.7364810869562,19785.350631358386,359.5677599708615,1.3244675648973279,11941.922174297222,40023.31672155991,369.35897148773864
2022-08-09 16:00:59.576976,723.3683822145039,19756.149905193837,298.5178247824555,1.5600386886301183,4244.471427807572,40017.91407301222,355.41156388557584
2022-08-09 16:01:14.141370,609.8735501842455,19690.155256193306,166.21965863290325,2.1929540728675896,14795.32127120805,40020.53228240985,377.397738286236
2022-08-09 16:01:28.705764,611.9644515519219,19670.936768979114,339.5021327078203,2.769348089258862,9691.908287549,40023.29194807788,365.6203594442239
2022-08-09 16:01:43.270158,633.0201755945807,19627.6484958161,390.61009074472565,1.5835767417872864,3941.4358962600822,40058.18802715539,361.92601448035316
2022-08-09 16:01:57.834552,654.0888458713774,19626.505950407907,185.03932779671982,0.9892386320207278,4708.9170685435565,40045.31231705123,354.5711401185678
2022-08-09 16:02:12.398946,640.7255957310906,19632.569763595147,342.07632556552704,2.305774431200966,10290.161404039984,40019.653765293835,361.0498071139858
2022-08-09 16:02:26.963340,656.3359887151332,19591.299724752527,108.53960105869768,2.2977491994794823,11265.962855489794,40045.963139504995,366.34258761210975
2022-08-09 16:02:41.527734,837.0964715391269,19572.5592329516,198.32646775830852,2.9057544295322333,5059.726013623206,40017.44142280837,369.9880384073799
2022-08-09 16:02:56.092128,832.4875629328711,19531.28971467969,259.2397768009871,1.8485679343576844,14999.948707623835,40020.52879615942,355.0352003927592
2022-08-09 16:03:10.656522,845.3128519170367,19487.85126266931,151.71458809741344,1.3382130282604274,5101.329502286507,40043.353459437465,366.85025329936684
2022-08-09 16:03:25.220916,806.7685136956497,19494.344787164893,367.38741848558726,1.618341912175966,8311.321683657037,40007.143136749284,363.9042173100353
2022-08-09 16:03:39.785310,891.5104655764563,19478.152041096564,283.81151088746765,1.2055354003311565,17536.802577003924,40034.21477451931,369.12850728145116
2022-08-09 16:03:54.349704,762.3636580177913,19390.641936033833,140.97838339452403,1.6549160713076945,8773.65436440807,40004.51744617639,376.4311494369573
2022-08-09 16:04:08.914098,837.6859311439617,19399.5839739617,443.6111161609567,2.309502211811634,18068.533708494062,40018.194887019934,353.16463018922934
2022-08-09 16:04:23.478492,954.3213414137763,19357.482988990527,406.1019845660801,2.8579094897551416,16671.413049186016,40019.4634311334,377.44460579670715
2022-08-09 16:04:38.042886,970.3612853091316,19330.917674689743,101.6114650729247,2.896675434962813,17992.792492977893,40055.163644123146,363.2144660594649
2022-08-09 16:04:52.607280,911.9673084697032,19254.090289074404,162.36908409314196,1.3101375273098992,13002.461235267034,40036.93844443918,375.3317564625728
2022-08-09 16:05:07.171674,859.7104263016554,19208.204143668376,337.30118782922267,1.708270561058936,6075.9371851984015,40063.053876026344,373.6132181069942
2022-08-09 16:05:21.736068,1034.0076311407781,19174.693768077417,361.5003789180727,1.0377054687086278,6481.044037646439,40066.1986644534,349.714472027549
2022-08-09 16:05:36.300462,1053.0920225816253,19156.083240252483,338.99230334296703,2.488186193698854,6260.816195126145,40003.29813919136,366.3743059390385
2022-08-09 16:05:50.864856,997.4037670071245,19158.681210924304,321.3658136164929,1.3439707783120967,13462.809101479197,40039.066267634975,362.0877781334104
2022-08-09 16:06:05.429250,1079.475663520387,19092.99322654196,223.7466377453003,2.585172912898492,12807.507077570594,40014.43820653543,369.47600844184035
2022-08-09 16:06:19.993644,933.2158244659809,19086.90402655319,266.83665266131084,2.2183716842460455,11223.736313539426,40015.43167143607,361.23831211969775
2022-08-09 16:06:34.558038,995.7120062127995,19007.045442007402,280.83602479754904,2.8901789538630798,12331.012763737424,40028.056434065315,367.4737539717714
2022-08-09 16:06:49.122432,1001.8165526249933,18998.765915253516,486.16259274958395,1.5880080910955585,8409.02556647518,40009.94892229608,366.16865685501523
2022-08-09 16:07:03.686826,1093.2290981825377,18951.192987495477,326.8838427677804,0.9602167059266867,9688.29738109061,40027.46770207488,357.08322496620724
2022-08-09 16:07:18.251220,1112.564728730018,18903.771745050573,410.74658567496675,1.1688725892273184,12433.195866425667,40008.609197617145,356.2733142317156
2022-08-09 16:07:32.815614,1021.970405310947,18829.481544552684,474.88600109726616,2.424273707229207,8493.81136682153,40042.99640910258,363.52819607571354
2022-08-09 16:07:47.380008,1043.4135389934672,18799.576204755664,265.5542377582881,1.5069809635062283,12433.864733091257,40044.97994820034,357.11226599951607
2022-08-09 16:08:01.944402,1146.5525199979752,18738.400973412416,415.96090904465746,1.6287977341049733,20798.172408748855,40033.07199146528,337.62052268831417
2022-08-09 16:08:16.508796,1092.9119526196894,18756.84381513716,211.31866926540792,2.0907867374005082,13794.40896878926,40022.585016195684,340.31107886342147
2022-08-09 16:08:31.073190,1215.4091319644147,18678.04459016542,157.6260459843022,2.306823663067956,9393.197142667042,40058.766428830226,341.8359434504583
2022-08-09 16:08:45.637584,1129.7118663011463,18598.33290846016,278.5230384633081,1.0028607117165804,19773.44012008909,40074.84134826614,351.0094118103521
2022-08-09 16:09:00.201978,1262.483441777125,18621.93962589243,357.53262702685294,2.177410985089364,8145.733772730649,40032.04703015701,345.8386918400319
2022-08-09 16:09:14.766372,1308.6845679841852,18540.74205644547,146.21596969991538,2.1054883732103606,19975.20878769087,40078.44065573558,336.14099116078137
2022-08-09 16:09:29.330766,1203.879151151383,18463.042165183895,315.4545838294141,2.9014658878758377,9024.885073551994,40010.37711130765,353.50061615746614
2022-08-09 16:09:43.895160,1249.8097901205044,18481.703236267687,513.8031144138913,2.508132069661577,15735.838456589818,40049.15914567185,333.0684978529596
2022-08-09 16:09:58.459554,1226.9362065718296,18429.279210537432,490.6428833397511,0.9555465962353504,10182.039196585336,40021.86632466347,337.5642654444726
2022-08-09 16:10:13.023948,1311.135829592135,18336.734614760222,510.3307167508593,1.0590116495178128,10042.260091170367,40072.835329508634,358.1147112240934
2022-08-09 16:10:27.588342,1329.0069588129838,18257.108494786797,132.20543347190363,2.907661465047082,12878.5929039876,40007.492791714234,354.43221960675083
2022-08-09 16:10:42.152736,1391.1658020430261,18252.45524054853,479.99514533074654,2.6515232761315675,20187.284591265518,40034.3265172956,333.3379808216784
2022-08-09 16:10:56.717130,1283.4544647681512,18168.064434401913,514.3340981836412,1.41259831839383,18173.723126905268,40064.73048135358,347.89020833693417
2022-08-09 16:11:11.281524,1466.1632806869447,18112.020832164606,372.58529110883995,1.9136741650902445,9661.863455939865,40020.41062619022,337.19240796550366
2022-08-09 16:11:25.845918,1484.769385668647,18095.593855151426,307.9962465489632,1.4109459820900299,13103.935707313394,40041.143329620405,332.08469756940383
2022-08-09 16:11:40.410312,1367.5999008831202,17998.670526811537,437.0857085285388,1.0707700753676073,11572.574615349646,40029.83525385382,348.24788594150533
2022-08-09 16:11:54.974706,1509.6878307231682,17996.888481468235,362.38909735191294,2.665575676583982,11702.506440210838,40068.74687478002,339.17855684097236
2022-08-09 16:12:09.539100,1473.4054944270563,17953.104778964982,295.5860901796386,2.240681271910087,21741.712769779537,40074.505868615306,328.0370916103617
2022-08-09 16:12:24.103494,1490.333895502669,17892.946331100007,200.97007543107713,1.3084385816449826,15035.43855468031,40050.632115989785,349.38276332120745
2022-08-09 16:12:38.667888,1429.599909950582,17816.2988645748,155.50086258979428,2.5135222993454205,11638.838284763937,40037.35762768531,332.41667042366686
2022-08-09 16:12:53.232282,1557.3905180011297,17733.146695477084,400.68462302574665,2.3642878271757746,15997.756204739246,40039.81122307149,335.75535920324126
2022-08-09 16:13:07.796676,1549.7622749160842,17687.900978695394,285.7512095562624,0.984869919916276,12046.807140158939,40041.42246014116,338.48906321804816
2022-08-09 16:13:22.361070,1495.7071521880564,17623.507513062636,206.61911337923328,2.2932038824517473,22537.569828155305,40037.68072059274,335.44893989214853
2022-08-09 16:13:36.925464,1531.3694390128342,17594.357471085485,343.2700250885066,2.791052865938094,11337.18075423859,40019.40251300947,339.7435062590162
2022-08-09 16:13:51.489858,1474.7369053569641,17514.18712058885,502.15455115712405,1.3955704195387244,12765.557087448857,40040.434123301886,339.60405048696805
2022-08-09 16:14:06.054252,1623.7254367924672,17439.554485125453,287.11578767409617,1.6371589674919829,15714.32559755184,40027.6563462092,322.74753308137053
2022-08-09 16:14:20.618646,1495.0046168816411,17381.230243848157,234.43825724483966,2.1838914608683178,17259.62204780434,40068.31401862744,325.9457681083658
2022-08-09 16:14:35.183040,1649.284010302859,17321.148912783407,341.6542483610182,1.6569241311472716,22291.326148933767,40024.21298771635,332.6727306099575
2022-08-09 16:14:49.747434,1529.750809818336,17233.602866386944,290.79532014171605,2.6586549501194714,23138.652862350587,40067.1926160112,319.20777372766133
2022-08-09 16:15:04.311828,1643.950226106803,17230.530585490487,327.58807555024555,2.0150098710100464,14567.088835278058,40011.25747887857,311.19448184442473
2022-08-09 16:15:18.876222,1683.7713408629343,17089.214811398255,261.9980866773996,1.498827873898596,23536.14491272618,40075.970042671746,335.9945876188273
2022-08-09 16:15:33.440616,1641.4588079270231,17043.98195363749,545.3481772946387,2.398001717287885,24062.20677527941,40041.83146285209,334.2116055329785
2022-08-09 16:15:48.005010,1645.3677095246687,17019.464129084,300.62506767143213,1.1919175716322101,14663.305001096065,40037.70388924201,331.4701914713469
2022-08-09 16:16:02.569404,1719.148238487961,16920.087500872156,401.40206158921626,1.7283351701860574,16003.532513913291,40064.18665219049,325.8041997295773
2022-08-09 16:16:17.133798,1776.2997434125534,16887.851692314263,541.6903928378149,2.0616456626947266,16025.393770847666,40068.689059888566,331.4413863680487
2022-08-09 16:16:31.698192,1673.0011739310228,16808.193466567456,387.48463004189415,2.5449234903111986,16000.522436665193,40023.127138352094,310.4272205957907
2022-08-09 16:16:46.262586,1797.5891176145292,16695.25445392003,518.1291252146057,1.580506743610282,20138.80805792997,40048.66510858481,313.61827725232763
2022-08-09 16:17:00.826980,1726.2411980221902,16632.48102775873,516.9569281762588,1.1495275582440792,15503.342961883278,40031.73020527983,323.25522656966854
2022-08-09 16:17:15.391374,1810.5358035122106,16593.276562550593,374.23493118904264,1.5928737391191614,15723.244185860567,40055.09354473774,317.00738187601246
2022-08-09 16:17:29.955768,1751.3317187184398,16520.553739335166,248.60743077333154,2.638839663594192,20604.77726009199,40045.557425647356,305.5313067110119
2022-08-09 16:17:44.520162,1729.2674710022663,16418.11575057446,381.35175333988366,2.1810530832690866,17602.87523395095,40056.74443322359,320.76122761403445
2022-08-09 16:17:59.084556,1883.2214139700855,16384.006640176405,261.9006633406504,1.3257854897681303,16832.716741106648,40065.46885106957,307.44212020876387
2022-08-09 16:18:13.648950,1866.4193199837798,16324.440592894893,193.1358671852671,1.397022700505727,23277.711354707008,40010.18111374412,305.3179085749351
2022-08-09 16:18:28.213344,1798.893648446338,16197.78744242301,462.0778981171736,2.2691070401496947,25548.914321267694,40079.06966235969,301.4536952566801
2022-08-09 16:18:42.777738,1975.3177517868178,16170.568390671797,278.9192193496751,1.7783823626920903,13310.689437047089,40042.389295723326,307.077096306995
2022-08-09 16:18:57.342132,1870.8695867260533,16079.311039498662,267.82314686277255,1.1907743533923494,18819.53743469413,40058.39615170137,293.1809895102293
2022-08-09 16:19:11.906526,1886.123808423635,16027.007147136012,578.9958559279632,1.928595775998116,21789.22034510431,40078.51668470956,301.05782141411146
2022-08-09 16:19:26.470920,1838.9734218677877,15956.420350518456,246.56359417575658,2.3988472228152395,21221.71228944977,40073.66653451758,296.3097982962634
2022-08-09 16:19:41.035314,1904.2488245574496,15865.136804865437,347.60925485101404,1.563007450441968,20018.760520045707,40015.90106635412,286.2564060182863
2022-08-09 16:19:55.599708,1878.4995554243717,15794.146924945462,363.2050755019366,1.1848215386908496,21784.948979015055,40017.77584245934,304.32976311705056
2022-08-09 16:20:10.164102,2062.372777617322,15668.420528177488,437.3484431164563,1.11008914545042,21790.28307004839,40021.20068238392,296.56310782206384
2022-08-09 16:20:24.728496,2039.9132505303658,15620.117218048266,391.6529630597741,1.3670449668590114,21446.504057296344,40059.17736809908,308.3195300229927
2022-08-09 16:20:39.292890,2025.0708275043362,15522.976973668941,230.85249065479078,2.41982140853034,18646.505376284957,40068.91159783696,305.24108107965566
2022-08-09 16:20:53.857284,2087.860612234895,15418.18024857494,217.5710470373536,2.679390455862985,14630.731999596037,40029.37104280069,289.5793487162019
2022-08-09 16:21:08.421678,2046.9798984290662,15368.584787817423,517.1983900496441,1.683436880455392,14396.641076841986,40070.602030116606,278.5811092916896
2022-08-09 16:21:22.986072,2037.0942349919899,15315.164067264743,465.08660540335006,1.3074255604074374,18900.659598088296,40008.24888197237,302.49041248637565
2022-08-09 16:21:37.550466,2012.249419119583,15191.723626057805,249.0650239173256,2.3135348389556323,24038.601182189683,40074.84783107106,298.6182593635083
2022-08-09 16:21:52.114860,2146.411416793235,15112.937142432502,204.73809519151592,1.106404221036687,24517.693789280584,40030.88538546467,274.55409505271894
2022-08-09 16:22:06.679254,1994.0010144602982,15073.251554427046,335.9171357540713,1.5274403758061714,15229.225163132574,40014.06765874908,276.78827521001875
2022-08-09 16:22:21.243648,2108.3980894077513,14976.840584703119,424.3292647131439,2.524958837668782,20547.240039165896,40047.83987858713,285.2726471002949
2022-08-09 16:22:35.808042,2145.551345197935,14891.807660028,374.574819182891,2.085630139755424,13963.235455225018,40072.71451171236,274.10981265176036
2022-08-09 16:22:50.372436,2130.2289720832396,14764.544313365512,406.1178100853331,2.1325015575360773,25575.55636626429,40045.37989796916,284.31854595939654
2022-08-09 16:23:04.936830,2176.692437081589,14668.258154392715,310.08301358771297,1.6321530036421072,24146.31836935096,40060.11186050261,281.66401658026234
2022-08-09 16:23:19.501224,2153.3327728619747,14585.538053940407,357.9026158808827,1.7819996637026645,18679.970518060487,40065.61018851388,273.5575112602036
2022-08-09 16:23:34.065618,2075.709556520478,14517.791013450467,450.8938939345999,2.0767205272403415,25253.316190686182,40074.31175675078,269.4818161712282
2022-08-09 16:23:48.630012,2089.518425821153,14423.12445471891,441.32436040995316,2.658549343932292,15664.130988988629,40021.34060236389,279.1128970609125
2022-08-09 16:24:03.194406,2138.8817767722358,14376.676557879873,501.89853699750523,2.194573848910034,25609.06088343068,40035.48515215479,270.7512171146181
2022-08-09 16:24:17.758800,2111.0031902272463,14286.188575520735,407.27518679340733,1.7675511698768394,18053.35805645777,40056.28150412578,278.33122572660074
2022-08-09 16:24:32.323194,2130.5114041399934,14187.390404939779,280.31630116667253,1.2143108457890497,22626.57807067374,40054.40188440124,275.0902140246411
2022-08-09 16:24:46.887588,2275.241100274167,14105.72692495806,448.1900328881973,0.7890444044363862,26592.075415903302,40032.505601358906,276.42010174065456
2022-08-09 16:25:01.451982,2163.885249797409,14025.007588370325,449.8477185441084,1.198388886934847,16583.34655565077,40035.140336692115,274.81116438053544
2022-08-09 16:25:16.016376,2339.2062462112467,13947.873479623942,238.0556089855097,1.827976555050296,24732.556456971168,40007.68953658511,253.24989774475492
2022-08-09 16:25:30.580770,2319.924480358888,13845.680131286741,235.31270593992923,2.0220063766375853,23555.669204155027,40047.16776968029,255.51151179109155
2022-08-09 16:25:45.145164,2212.99856074071,13748.30140090979,447.23173292618594,1.9643692204900307,26594.632766630377,40060.64580344221,248.63959512836988
2022-08-09 16:25:59.709558,2258.862607346899,13633.30770265922,398.66815251021603,2.215282544914416,15230.334443965596,40061.62790443821,255.45747786199598
2022-08-09 16:26:14.273952,2323.3441174920363,13585.395246317064,470.9403318725016,0.7365550423829519,18601.51364805458,40078.80654819366,255.29089742820614
2022-08-09 16:26:28.838346,2247.7096863425677,13467.224224823178,540.5915384499908,2.0807216058661395,17321.93107578895,40008.949767685765,266.8142922654139
2022-08-09 16:26:43.402740,2392.0247327399948,13395.824702979453,252.56166556902403,0.6918793818352236,17807.516824641847,40001.882352859626,258.8823489485377
2022-08-09 16:26:57.967134,2272.150356538379,13287.024611238221,335.13164969740785,2.2808103698245206,16114.696488559732,40016.04298353944,239.2147685516141
2022-08-09 16:27:12.531528,2451.792725515554,13162.751820395762,263.0706456311267,1.4767401898537456,20163.057218380876,40071.75804123641,254.63145846120594
2022-08-09 16:27:27.095922,2398.4614361235926,13087.105851926744,292.9091867726345,0.904527414444289,16455.41539771723,40077.61291738188,261.1368988891053
2022-08-09 16:27:41.660316,2457.550413029141,12967.821121810082,477.8963092272303,1.3720232664408445,19796.562751625694,40038.73365913164,260.9252142323828
2022-08-09 16:27:56.224710,2374.3951294739286,12865.707472940163,289.0296635457849,1.3854391626073275,21219.92099731195,40015.51961456915,250.4870850827811
2022-08-09 16:28:10.789104,2377.669109169616,12787.620873635427,614.3816105892871,1.475265778880503,20482.67688171163,40024.72312294604,231.3313770487503
2022-08-09 16:28:25.353498,2517.5186980925137,12708.896472601009,516.9389662043085,1.7390048641119509,19510.727117542498,40068.21434178734,256.6653549601292
2022-08-09 16:28:39.917892,2474.5679488045325,12556.56383125065,607.6116312055846,0.8035940682691767,26795.100275543668,40057.94784809839,252.36022782797147
2022-08-09 16:28:54.482286,2354.4678528489467,12528.8392524239,282.43516772555773,1.626386262435998,24274.189204683105,40052.35805028233,242.2549182864763
2022-08-09 16:29:09.046680,2363.6966555235663,12358.363182129768,516.8576547811696,1.473086181045588,28294.426639836656,40059.69636708477,251.07082375678522
2022-08-09 16:29:23.611074,2418.8561173482385,12279.2208141307,342.7877440419087,1.7944844845062695,25403.310333716305,40072.06166723454,245.8687188032223
2022-08-09 16:29:38.175468,2575.1622775199958,12220.004010649418,575.0625103279017,2.438090891200674,24650.59722878888,40021.839873639445,222.00080641906413
2022-08-09 16:29:52.739862,2437.623117996074,12123.76180790845,580.8151002694847,0.9064729027392154,20554.066527325653,40071.941563121116,235.5644676673756
2022-08-09 16:30:07.304256,2457.9964196892406,12022.114414010222,367.8284520048096,1.2307341203491897,16463.19861770864,40031.479793002516,216.15720328752516
2022-08-09 16:30:21.868650,2609.236532805314,11890.6757375831,614.5694716346773,1.340525054222094,28898.294136766213,40007.62399603027,220.65315926212384
2022-08-09 16:30:36.433044,2552.9777940887748,11780.023701434086,313.3967476097574,0.8247322090017547,24315.822939340276,40042.8125812307,227.345337312889
2022-08-09 16:30:50.997438,2635.2019085893025,11710.268526889662,260.12329209854397,1.654986853793651,29367.000742803415,40060.85744360819,221.25771803008374
2022-08-09 16:31:05.561832,2641.724809183296,11602.609429383318,482.0173992301277,1.3887375479862678,17819.298623970313,40041.02752182808,223.87984534473475
2022-08-09 16:31:20.126226,2507.3550958567575,11477.306388912224,631.6602285904337,1.2967247650917209,26676.04014209719,40052.45200820111,226.67074335074926
2022-08-09 16:31:34.690620,2647.895960128845,11378.294330551038,521.120610859974,1.363548004453518,18185.561102925683,40047.46523775172,233.90975507152345
2022-08-09 16:31:49.255014,2644.2352121502704,11288.776711375469,445.66147325610586,2.11015406202667,29051.8204871551,40053.706909363194,215.37016965291693
2022-08-09 16:32:03.819408,2677.2515579991536,11154.864295707035,260.0265386789335,1.4225152748041223,22832.798324880547,40008.46018743051,224.40681113377715
2022-08-09 16:32:18.383802,2592.2196897439553,11074.185551936864,588.4919491443449,2.0204094955089897,16886.514652239293,40008.57919995606,228.3035409764044
2022-08-09 16:32:32.948196,2592.348926828812,10965.13879827147,505.5175555524728,2.5131306976902423,22550.10019556111,40001.50929719385,221.05678578590002
2022-08-09 16:32:47.512590,2614.4290001955283,10866.705490427536,474.09142458194833,1.72731374389052,19981.23605799054,40020.146475292255,212.67620870713338
2022-08-09 16:33:02.076984,2699.6239701751174,10744.413071561607,544.2215126218475,2.1812107401232517,17856.87466948137,40070.22857497049,210.6734639880416
2022-08-09 16:33:16.641378,2628.666667853334,10677.594644353161,595.7602363653195,1.6288170127007044,21460.711400942462,40046.60375658354,198.18810229534216
2022-08-09 16:33:31.205772,2574.739922745553,10532.073887568671,550.655082771742,1.2116549937305054,24140.00828852621,40000.25275780446,194.89157318252836
2022-08-09 16:33:45.770166,2613.3785396316543,10465.015157148133,420.58688170987205,2.0328169995125096,25218.51589558097,40055.83217220114,214.49933393898462
2022-08-09 16:34:00.334560,2698.4122122084937,10367.808719478124,288.8259716023528,0.9776011654373565,19491.424565037305,40015.27723901774,201.96752833098913
2022-08-09 16:34:14.898954,2730.7416624732887,10208.983610594836,627.6006254400468,0.8443087930530354,29452.103692124427,40059.88756113652,206.21176510319768
2022-08-09 16:34:29.463348,2656.463292926039,10142.042382614976,595.4716819378708,2.420379456127147,18383.838744233402,40015.57977720644,183.86810928014896
2022-08-09 16:34:44.027742,2704.0648812902095,10030.22608496451,578.0555829683512,1.074496307633181,23635.73551945819,40058.286432313274,194.27144152214146
2022-08-09 16:34:58.592136,2630.9992861349706,9886.22666881246,660.7267777769308,1.0289604761531925,17434.121599769376,40039.07507585007,205.5910927913451
2022-08-09 16:35:13.156530,2750.8384921651896,9767.687513417048,410.62305964830057,2.1812668606352084,19193.850374676607,40065.452237099074,183.94185522240477
2022-08-09 16:35:27.720924,2650.8847501474747,9707.07008165077,594.9201080500961,1.5291491306077094,20089.16835128154,40057.65481942824,175.8904515539836
2022-08-09 16:35:42.285318,2793.4908023816565,9603.404016728673,279.06321824761267,0.6131578658933377,30621.954936469618,40077.87669303154,185.30086398101227
2022-08-09 16:35:56.849712,2710.395812210084,9483.86344495825,339.2360994618168,0.8785099768751414,28451.814690923577,40057.042698727666,198.1763844259495
2022-08-09 16:36:11.414106,2790.5195556667013,9381.718818549714,449.4899780449696,2.4304452319505665,19128.846033595597,40052.48007974373,172.99830951173698
2022-08-09 16:36:25.978500,2729.829802245231,9210.145351234913,619.5382277583267,0.7531940190097995,21557.717924096196,40026.830014788466,187.96373134771375
2022-08-09 16:36:40.542894,2784.386238850671,9096.104001045675,510.8341400789409,2.043815757178553,25603.3818863067,40008.863670860366,188.73405428648846
2022-08-09 16:36:55.107288,2827.865865715249,8985.543617736268,382.8127872518667,0.772489043320946,25463.302237531578,40037.5760035612,164.5089266319583
2022-08-09 16:37:09.671682,2702.5038477230055,8923.189722289448,388.7981957315539,0.6865875901599167,29243.42975525344,40016.6165136663,182.80448783220717
2022-08-09 16:37:24.236076,2746.16757681198,8787.937781816547,386.87301407512706,1.2219805510012265,26487.94466919978,40044.90796652026,184.78106397219418
2022-08-09 16:37:38.800470,2724.594066899484,8696.987240505525,551.9243905253392,1.94360807103053,27111.93555051367,40036.90376416134,163.69000913673446
2022-08-09 16:37:53.364864,2719.067605819952,8572.607252067814,575.1077409234307,1.2755868328318931,24902.731800853762,40016.65024107708,179.73421409988276
2022-08-09 16:38:07.929258,2798.4082371402,8426.925440105008,595.2647961577965,1.7205743016043826,20781.67726747368,40059.79571832139,176.4288134014257
2022-08-09 16:38:22.493652,2760.2059097379433,8307.600611818734,599.0588361235161,1.5827574436919272,28477.061948650604,40028.03046627384,166.8640119530127
2022-08-09 16:38:37.058046,2863.997606786412,8203.868718483242,274.9673443434301,0.8193089146344328,20115.800991572654,40014.07324750531,151.66695325117402
2022-08-09 16:38:51.622440,2782.442640073921,8091.90321416279,593.4251929424446,1.658704678448719,24398.60601609211,40029.46814445233,158.0771830453991
2022-08-09 16:39:06.186834,2929.566203878533,8008.320408908215,599.8642309100661,0.5015592158670212,30366.381700883845,40026.15344247585,160.19993995965038
2022-08-09 16:39:20.751228,2797.445690617044,7844.313195732183,483.1744698577646,1.8723987291422526,25893.024404388747,40059.726543013996,161.68607197739433
2022-08-09 16:39:35.315622,2964.871592755756,7762.845095790799,542.1781071951726,1.1282658769163774,29323.856474697503,40044.94039538738,147.54633175082756
2022-08-09 16:39:49.880016,2949.8008812536814,7626.193187300803,324.3326133846431,1.143106527090676,29465.659678610667,40047.72540922474,164.1954285050234
